documento,nombre,grupo,profesor
499083,Vicente Rincón,6C,Profe Laura
506918,Clemente Valdez,7B,Profe Laura
309411,Jos Cadena,6C,Profe Ana
829270,Dr. Cynthia Centeno,6B,Profe Juan
611537,Gonzalo Salinas,6B,Profe Ana
609785,Alonso Saldivar Rael,7C,Profe Ana
910688,Margarita Roberto Lira,7C,Profe Juan
889166,Emilio Ana Peres Bravo,6B,Profe Laura
101720,Lic. Leonardo Páez,7B,Profe Juan
701853,Mtro. Barbara Zavala,6B,Profe Juan
312265,Santiago Alejandro,6B,Profe Carlos
382337,Guillermina Torres,7C,Profe Juan
289796,Héctor Rocío Estévez Carrera,7A,Profe Juan
857898,Ana María de León,6B,Profe Carlos
522044,Elvia Pamela Zamudio,6C,Profe Laura
620844,Marco Antonio Aldo Gracia,7A,Profe Laura
181627,Anel de la Fuente Coronado,6A,Profe Ana
929447,Noelia Flórez Salazar,6B,Profe Laura
504542,Rebeca Cornejo,6C,Profe Laura
938662,Mtro. Genaro Ruelas,7C,Profe Ana
765155,Yuridia Sotelo,7A,Profe Carlos
124983,Dulce María Delia Godoy,6B,Profe Laura
908087,Estela Pineda Casárez,7C,Profe Laura
782538,Bruno Arce Bétancourt,7B,Profe Ana
194295,Abril José Cortez,6A,Profe Ana
532624,Cristal Antonio Aparicio,6A,Profe Juan
466521,Octavio de la Rosa,7A,Profe Juan
602084,Mtro. Vicente Romo,7C,Profe Laura
401103,Mateo Lovato,6B,Profe Ana
737928,Amalia Mota,7A,Profe Juan
606753,Genaro Nicolás Solorio,6C,Profe Carlos
830714,Alta  Gracia Ángela Barrientos Castellanos,7B,Profe Juan
388901,Juan Octavio Lomeli Alcaraz,7A,Profe Juan
243738,Alfredo Aldo Quintana,6B,Profe Juan
339667,Jesús Nazario,7B,Profe Carlos
481282,Mario Evelio Romo Bétancourt,7B,Profe Juan
948874,Dr. Alfredo Salcedo,7B,Profe Carlos
248656,Gerónimo Soria Garay,7A,Profe Juan
717572,Zeferino Ruiz Irizarry,7B,Profe Ana
286624,Ana María Elsa Anguiano Solano,6C,Profe Laura
909778,Esmeralda Curiel,6C,Profe Juan
394202,Estefanía Esparta Gil Mateo,6B,Profe Ana
835241,Luis Miguel Rubio,7B,Profe Carlos
523882,Jorge Hidalgo,6C,Profe Laura
317788,Gerardo Olivares Garica,6C,Profe Laura
899337,Abelardo Patricia Olivares,7A,Profe Ana
894073,Ing. Jonás de la O,7C,Profe Carlos
208184,Micaela Chávez,6B,Profe Ana
312241,Eduardo Baeza Juárez,7A,Profe Juan
716308,Dr. Estela Casillas,7C,Profe Juan
819619,Norma Bañuelos Vaca,6A,Profe Juan
720576,Josefina Nieto,7B,Profe Laura
905040,Rufino Valle Rosado,6B,Profe Carlos
474022,Ing. Dulce Soria,6A,Profe Juan
114178,Lucía José Emilio de la Fuente Lugo,6B,Profe Juan
219021,Ricardo Durán,6B,Profe Juan
561195,Marisol Nancy Cazares Jaramillo,6C,Profe Juan
125591,Martha Blanca Badillo Maestas,6C,Profe Laura
797779,Claudio Linda Velasco Alonzo,6B,Profe Ana
373749,Arcelia Martín Ibarra Benavides,7A,Profe Ana
427019,Sr(a). Eric Muñiz,6C,Profe Ana
433222,Silvano Héctor Esparza,7A,Profe Juan
686640,Lic. Mauricio Serna,6C,Profe Carlos
737868,David Agustín Bermúdez Gaytán,6A,Profe Laura
650789,Genaro Ferrer,6C,Profe Laura
717972,Laura Solorio Cazares,6A,Profe Ana
836815,Ing. Esparta López,7A,Profe Laura
440933,Irene Flavio Batista,6C,Profe Juan
989586,Luis Miguel Nadia Leal Caballero,7A,Profe Ana
685686,Lic. Josefina Gallardo,6B,Profe Carlos
900579,Jonás Baca,6A,Profe Laura
339608,Marisol Juan Madrid,7B,Profe Ana
744981,Rocío Karina Olivo,7A,Profe Juan
805292,Eugenio Citlali Girón,6C,Profe Carlos
829220,Dr. Amanda Flores,7C,Profe Carlos
837118,Ángela Alvaro Montenegro Valencia,7B,Profe Ana
365175,Octavio Enrique Holguín,7B,Profe Laura
597409,Ing. Modesto Candelaria,6A,Profe Carlos
496072,Esperanza Antonio Gaytán Varela,7A,Profe Juan
976794,Ing. Anel Archuleta,6A,Profe Laura
942140,Lic. Espartaco Gurule,6C,Profe Carlos
536519,Ing. Alberto Jurado,6A,Profe Laura
879275,Anel Carbajal Ornelas,7A,Profe Laura
963141,Rodolfo Mitzy Botello,6B,Profe Ana
408132,Aida Saldivar,6C,Profe Ana
211192,Miguel Ángel Valdés,6B,Profe Laura
454357,Sr(a). Aurora Ledesma,6B,Profe Juan
155731,Horacio Zacarías Munguía,7C,Profe Juan
837797,Estela Perla Montemayor,6A,Profe Laura
279587,Ing. Javier Sisneros,6C,Profe Laura
798656,Germán Luis Manuel Mota Henríquez,7A,Profe Juan
897224,Juana Quiñónez Valenzuela,7A,Profe Juan
686290,Emilio Almonte Concepción,7C,Profe Ana
705619,Rosa Gilberto Ojeda Ocampo,7A,Profe Juan
663588,Bruno Meza,7A,Profe Juan
318502,Teodoro Daniela Montoya Castañeda,6C,Profe Carlos
729578,Mtro. Yeni Cabán,7B,Profe Carlos
942564,Espartaco Pulido Guzmán,6B,Profe Carlos
912855,Clara Jacinto Luna Ramos,7A,Profe Laura
823960,Sr(a). José Moreno,7B,Profe Juan
987041,Cristobal Aguilar Irizarry,7B,Profe Carlos
495612,Víctor Irma Reynoso Castillo,7C,Profe Carlos
909793,Ing. Soledad Ramírez,6B,Profe Carlos
217468,Rubén Martínez,6A,Profe Juan
153179,Pablo Martha Loya,6A,Profe Carlos
457776,Estela Ferrer,6C,Profe Juan
868104,Leonardo Fernández Lugo,6A,Profe Laura
620511,Berta Pelayo Tafoya,7C,Profe Laura
194266,Dr. María Teresa Angulo,7A,Profe Ana
550189,Jorge Wilfrido Viera,6B,Profe Carlos
178431,María del Carmen Carrión,6C,Profe Juan
928962,Abel Batista Mejía,6B,Profe Laura
182357,Gabino Ledesma,6B,Profe Ana
213616,Francisco Javier Estévez Orellana,7B,Profe Carlos
275727,Teodoro Blanca Parra Rolón,6A,Profe Laura
443882,Francisco Javier Flavio Cabrera,6B,Profe Laura
409815,Dr. Pamela Guajardo,7A,Profe Laura
239801,Raúl Eric Portillo,7C,Profe Carlos
288587,Vicente Aguilar Rolón,6C,Profe Juan
514136,Cristobal Mendoza Colón,6C,Profe Carlos
713303,Yolanda Jacobo Cantú de Anda,7B,Profe Carlos
337564,Esparta Brito Cornejo,7A,Profe Juan
401287,Lorena Cornelio Sanabria,6C,Profe Carlos
632212,Sr(a). Jaqueline Roldán,6A,Profe Laura
626550,Abraham Alvaro Segura,7B,Profe Carlos
386421,Verónica Homero Lebrón,7A,Profe Carlos
462049,Octavio Ceja Pérez,7B,Profe Ana
788184,Jorge Bruno Carrión,6A,Profe Laura
440045,Augusto Fierro Gallardo,7C,Profe Juan
531333,Ana Anel Montenegro,7B,Profe Juan
277131,Juana Socorro Montez,7C,Profe Carlos
194024,Rocío Estela Méndez,6A,Profe Ana
108741,Olivia Pedraza Chavarría,7B,Profe Ana
477919,Aldo Adán Sosa,6A,Profe Ana
828444,Carla León Becerra,6B,Profe Laura
692448,Dr. Jacobo Mateo,7A,Profe Carlos
292091,María Teresa Mauro Cabrera Salgado,6B,Profe Juan
869387,Vanesa Olga Lebrón,6A,Profe Laura
180246,María Luisa Eloy Saucedo de la Garza,6A,Profe Carlos
756177,Gabino Soliz Cuellar,6B,Profe Laura
116261,Hilda Irma Viera,6A,Profe Laura
296593,Raúl Luis Manuel Toledo Olivárez,7C,Profe Ana
765241,Claudio Cervántez,6C,Profe Laura
538342,Ana Luisa Valenzuela,7B,Profe Juan
267253,Sessa Guillen,6B,Profe Laura
637403,Eloy Munguía,6C,Profe Ana
365826,Aida Andrea Rocha Ochoa,7B,Profe Laura
250156,Eugenia Cervantes Ulloa,7B,Profe Juan
467864,Gilberto Martínez,6B,Profe Laura
651148,Ricardo Paredes,6C,Profe Ana
169590,Lilia Negrón,6C,Profe Carlos
173199,Ing. Pilar Viera,7B,Profe Laura
826615,Flavio Lebrón,7C,Profe Laura
163964,Gustavo Limón Varela,7C,Profe Laura
861584,Mónica Jos Valladares Partida,6B,Profe Carlos
316054,Dr. Cristobal Guevara,6B,Profe Juan
122517,Ing. Amanda Vera,7C,Profe Carlos
649959,Mitzy Débora Salcido Alcántar,7A,Profe Laura
874359,Felix Calderón,6A,Profe Laura
291028,Dalia Flores Zambrano,7C,Profe Laura
596717,Josefina Calvillo,7C,Profe Ana
823687,Alfredo Teresa Farías,7A,Profe Ana
732202,Blanca Gabriel Gálvez,7B,Profe Ana
634505,Estela Corral,7C,Profe Carlos
454965,Pilar Gil Nevárez,7B,Profe Laura
369585,Ernesto Teodoro Núñez,6C,Profe Carlos
893676,Lic. Bruno Ávalos,7A,Profe Laura
501977,Mtro. Victoria Canales,7A,Profe Carlos
543800,Abigail Zamora,7A,Profe Laura
250311,Armando Marco Antonio Urías Amaya,7B,Profe Juan
440716,Anabel Estela Valverde Abrego,7B,Profe Laura
526543,Elvira Casárez Ochoa,6C,Profe Carlos
609409,Silvano Gilberto Pacheco,6A,Profe Carlos
988117,Jorge Luis Carmen Barrientos,6C,Profe Juan
199160,Bernabé Espinal,7B,Profe Ana
747112,Porfirio Raquel Rosado Galván,7B,Profe Ana
653210,Sr(a). María José Portillo,6C,Profe Carlos
226603,Raúl Aguilera,7B,Profe Laura
619203,Adán Toro Lozada,6C,Profe Laura
832410,Joaquín Treviño Garibay,7C,Profe Ana
221329,Mariano Palomo Varela,7C,Profe Carlos
561775,Sara Raquel Parra Olivárez,6C,Profe Laura
862207,Ramiro Diego López,7B,Profe Ana
521147,Florencia Esparza,6C,Profe Juan
280084,Cynthia Gallardo,7B,Profe Laura
228106,Ana Espino,6A,Profe Laura
929535,Lic. Diego Casárez,7A,Profe Laura
860561,Sofía María José Tirado Méndez,6A,Profe Carlos
396338,Luisa Ignacio Chávez,6B,Profe Laura
961238,Ing. Bianca Barreto,6B,Profe Juan
250691,Francisca Serna,7B,Profe Juan
487371,Yolanda Mesa Gastélum,7A,Profe Ana
431693,Reynaldo Natalia Vanegas,7A,Profe Laura
116038,Dr. Alvaro Matos,6A,Profe Juan
757908,Dr. Jorge Luis Briseño,6A,Profe Laura
395522,Lic. Jacobo Nazario,7C,Profe Laura
801761,Natividad Quiñónez,6A,Profe Carlos
919386,Elvira Isabel Ulloa,7A,Profe Ana
600869,Ing. Jorge Toro,6A,Profe Juan
747466,Paulina González,6C,Profe Ana
755615,Raúl Curiel,7B,Profe Ana
804035,Lic. Ofelia Griego,6B,Profe Ana
588703,Sergio Abraham Ozuna Griego,7A,Profe Juan
616971,Francisca Tovar,6B,Profe Juan
964302,Marisol María Rosado,6B,Profe Ana
247620,Dr. Rodrigo Enríquez,6B,Profe Juan
207898,Elvira Patricio Guerra,7B,Profe Ana
960613,Dr. Amelia Montañez,7A,Profe Carlos
587068,Carlota Aldo Lebrón,7A,Profe Carlos
553998,Ing. Sofía Matías,7A,Profe Juan
465954,Ing. Jesús Madera,6B,Profe Carlos
884500,Dr. Hugo Gracia,7A,Profe Ana
129003,Francisco Javier Bernal Calvillo,7A,Profe Juan
693922,Uriel Ruelas Olivas,6A,Profe Ana
976439,Amanda Armenta,7B,Profe Juan
850890,Alta  Gracia Alonso Rivero Girón,6A,Profe Ana
901330,Modesto Bétancourt,6A,Profe Carlos
556586,Manuel Armando Venegas Rico,7A,Profe Juan
575101,Mayte Abigail Cabrera,7A,Profe Laura
916176,Amelia Montoya,7C,Profe Juan
257252,María Luisa Lourdes Mares,6A,Profe Carlos
492963,Alonso Benjamín Muro,6A,Profe Juan
795152,Mtro. Patricio Roybal,6A,Profe Juan
896991,Esther Mejía,7B,Profe Carlos
657884,Eva Hinojosa Perales,6A,Profe Carlos
496201,Olivia Alicia Méndez Gamboa,6C,Profe Ana
705594,Micaela Omar Cazares,7C,Profe Juan
574791,Guillermo Enríquez Flores,6B,Profe Carlos
477171,Frida Mariana Arellano,7C,Profe Carlos
810353,Ing. Minerva Valladares,7B,Profe Carlos
811382,Patricio Marcela Velázquez Noriega,6C,Profe Ana
855036,Luisa Ramos Ortega,6C,Profe Carlos
301523,Federico Isabela Muro,7B,Profe Carlos
317050,Sandra Ruby Marín Aguirre,6C,Profe Carlos
439608,Ana Elisa Barreto Baca,6A,Profe Juan
531596,Mtro. Gloria Reynoso,6C,Profe Laura
895107,Mtro. Josefina Cabán,7C,Profe Laura
470445,Josefina Gloria Mata Peres,6C,Profe Laura
515528,Verónica Linda Alvarado Iglesias,7A,Profe Carlos
277959,José Elvia Ponce,6A,Profe Carlos
144791,Nicolás Carrión Ponce,6A,Profe Ana
847933,César Lorena Riojas de la O,6A,Profe Ana
954050,Aurelio Mariana Cordero Barela,7C,Profe Ana
806923,Amador Rosario Cadena de la Fuente,7A,Profe Laura
806953,Mtro. Guillermina del Valle,7B,Profe Ana
410228,David Arredondo Varela,7B,Profe Ana
578754,Rubén Leonor Godínez Marrero,7C,Profe Carlos
812852,Rosalia Macías de la O,6C,Profe Ana
897693,Mateo Javier Ruelas,6B,Profe Ana
952783,Mtro. Zeferino Calderón,6C,Profe Ana
883657,Sr(a). Jesús Puente,7C,Profe Ana
511466,Sr(a). Natalia Iglesias,7B,Profe Laura
427241,Pilar Sarabia Rael,7B,Profe Ana
755642,Ing. José Luis Vaca,7A,Profe Juan
751002,Sr(a). Bernabé Centeno,7C,Profe Juan
624734,Amelia Marisol Salazar Olivo,6C,Profe Carlos
164395,Ángel Fajardo,7C,Profe Ana
858016,Javier Valle,6B,Profe Carlos
896649,José Emilio Jacobo Nazario Vázquez,6B,Profe Juan
876163,Conchita Angulo Urías,7B,Profe Carlos
802359,Sr(a). Estela Pineda,6B,Profe Ana
766666,Julio César Zapata Robles,6C,Profe Carlos
471948,Cristal Gracia,7A,Profe Juan
276565,Dulce María Abel Acuña Girón,7C,Profe Ana
816859,Rosalia Flavio Beltrán Villareal,7B,Profe Laura
386578,Gabriela Beatriz Herrera,7B,Profe Ana
176092,Raúl Peres Loera,7C,Profe Ana
615546,Ing. Jesús Armendáriz,6B,Profe Juan
552000,Luis Preciado,7C,Profe Carlos
720127,Verónica Armendáriz,7A,Profe Laura
238922,Elsa Abraham Córdova Ramón,6A,Profe Laura
275336,Irma Zoé Girón Reynoso,7C,Profe Juan
584314,Diana Gerónimo Huerta Ibarra,6A,Profe Juan
961696,Gabriela Elvia Delgado Trujillo,7A,Profe Carlos
757890,Luisa Abril Candelaria,7C,Profe Juan
163186,Jaime Munguía Pérez,7B,Profe Carlos
400751,Benito Mateo Moya,7B,Profe Laura
592237,Estefanía Razo,7A,Profe Ana
299900,Ricardo Eugenio Burgos,6C,Profe Carlos
863020,Cynthia Castañeda,7B,Profe Juan
300242,Lorenzo Julia Véliz Montemayor,6C,Profe Carlos
457744,Paulina Sergio Espino Girón,7A,Profe Carlos
967425,Violeta José Carlos Serrato,7B,Profe Laura
710441,Alvaro Muro,6C,Profe Ana
410120,Lucas Evelio Nieto Padrón,6C,Profe Ana
390072,Adela Alberto Jáquez,6C,Profe Ana
401414,Sr(a). Dulce María Ontiveros,6A,Profe Juan
783777,Jorge Abril Reséndez Contreras,6C,Profe Laura
142359,Leonel Serrato,6B,Profe Ana
753578,Citlali Laura Granado Tamez,6B,Profe Carlos
206382,Blanca Gerardo de la Fuente,6A,Profe Ana
930735,Benito Arturo Rojas Corrales,6B,Profe Laura
248735,Lucía Olivia Morales Paredes,6C,Profe Carlos
477419,José María Torres,7B,Profe Laura
312662,Miguel Berta Avilés Botello,6B,Profe Juan
788366,Isabel Elsa Roque,7B,Profe Carlos
121249,Mtro. Arturo Casanova,7C,Profe Ana
408868,Teresa Carrión,7C,Profe Ana
977197,Carlota Noemí Quiroz,6B,Profe Laura
777280,Karina Zamora Melgar,6B,Profe Carlos
547449,Felix Samuel Cisneros Serna,7B,Profe Juan
103701,Alma Cornelio Briseño,6C,Profe Laura
517162,Daniela Alarcón Meléndez,6C,Profe Juan
561090,Lucía Sepúlveda Durán,6B,Profe Juan
318158,Homero Amanda Escobedo Cazares,6C,Profe Laura
798471,Mtro. Antonio Posada,7C,Profe Ana
376665,Reynaldo Cervantes Valdez,6C,Profe Ana
717704,Lucas Héctor Mesa Almonte,7C,Profe Juan
832004,Mtro. Eloisa Leyva,7C,Profe Laura
774180,Ing. María Elena Sanabria,6C,Profe Juan
338940,Gloria de la O Grijalva,6C,Profe Carlos
312000,Berta Marisol Barraza Carreón,7B,Profe Laura
872724,Elena Roque,6B,Profe Laura
763887,José Manuél Ordóñez Yáñez,7C,Profe Juan
330364,Sr(a). Adán Reyes,6C,Profe Juan
496391,Porfirio Briones,7B,Profe Carlos
433039,Pilar Casillas Dueñas,7A,Profe Juan
611517,Mónica de Anda,6A,Profe Laura
133415,Esther Salcedo Feliciano,6A,Profe Ana
285999,Samuel Tomás Arredondo,6A,Profe Juan
849623,Ing. Violeta Valdés,6B,Profe Juan
246876,Juana Vela,6C,Profe Juan
431369,Abelardo Hermelinda Maya,7C,Profe Juan
536728,Andrea Margarita Navarro,7B,Profe Juan
234513,Antonio Solorzano Curiel,6C,Profe Juan
434717,Dr. Luisa Samaniego,6A,Profe Laura
449226,Marisol Homero Cepeda,6C,Profe Carlos
557822,Nicolás Aguirre,7C,Profe Juan
853868,Frida Solano Miranda,6C,Profe Juan
160038,Eugenio Bruno Orozco,6B,Profe Ana
866008,Abraham del Río Ceballos,7B,Profe Juan
102029,Pablo Julia Aguayo Farías,7C,Profe Ana
700096,Daniel Zeferino Rosas,7C,Profe Carlos
959680,Sr(a). Lucas Blanco,6A,Profe Juan
805594,Héctor Rufino Valenzuela,7B,Profe Juan
488089,Ing. Cynthia Noriega,6B,Profe Juan
990005,Federico Asunción Almonte Coronado,6B,Profe Laura
957472,Ana Domínguez Cedillo,7B,Profe Carlos
515208,Renato Isaac Noriega Medina,6C,Profe Juan
789852,René Marco Antonio Lara,7B,Profe Juan
912423,Joaquín Marisol Cavazos,7C,Profe Juan
877867,Gerardo Jorge Luis Leal,6A,Profe Carlos
559290,Jacobo Carolina Santillán Collazo,7A,Profe Ana
537876,Alfonso Saucedo,6C,Profe Carlos
648523,César Jonás Esquibel Ramírez,7A,Profe Carlos
926611,Carolina Longoria,6A,Profe Carlos
866244,Perla Mónica Carrera Gurule,6C,Profe Juan
486257,Jacinto Bonilla,7B,Profe Laura
362357,Frida Ernesto Zayas Arriaga,7A,Profe Juan
265959,Amalia Rico Madrigal,6A,Profe Laura
263926,Dr. Carlota Soto,7B,Profe Juan
691552,Jacobo Olmos Ulibarri,7B,Profe Carlos
720784,Laura Josefina Paz,6C,Profe Carlos
982150,Omar Nevárez Corral,6A,Profe Ana
340593,Ing. Dulce María Cantú,6B,Profe Laura
869699,Jos Javier Terán,6A,Profe Juan
156893,Cornelio Sánchez,6C,Profe Ana
879179,Araceli Porfirio Carbajal Patiño,6B,Profe Laura
742790,Ing. Olivia Ortiz,6C,Profe Juan
439562,Asunción Villalobos Cantú,6C,Profe Laura
897186,Adriana Natalia Vaca Escobar,7A,Profe Carlos
339587,Ilse Luevano,7C,Profe Ana
553419,Noemí Flavio Zepeda Viera,7B,Profe Carlos
871333,Dr. Evelio Muro,6B,Profe Laura
446840,Susana Rolando Huerta Quiñones,6A,Profe Carlos
328445,Bianca Carmen Carreón,6C,Profe Juan
231450,Ana María Jesús Sisneros Pineda,7C,Profe Juan
839437,Mtro. Serafín Limón,6A,Profe Laura
976933,Abelardo Josefina Córdova Reyes,7C,Profe Ana
632052,Adán Carrasco Valadez,6C,Profe Ana
973420,Noemí Indira Colón,7A,Profe Juan
209250,Indira Lugo Llamas,6A,Profe Laura
219513,Bernardo Vicente Juárez Vázquez,6C,Profe Carlos
597732,Hugo Esteban Mojica Granado,7C,Profe Carlos
154810,María del Carmen Barela Campos,7B,Profe Juan
361420,Barbara Nayeli Adame,6B,Profe Carlos
533888,Mateo Reséndez,7B,Profe Carlos
709957,Esparta Tello Blanco,7C,Profe Juan
576343,Lic. Wilfrido Palomino,7A,Profe Carlos
746906,César Lourdes de León,7A,Profe Ana
192620,Linda Paredes Ortega,6A,Profe Laura
528589,Francisco Jaqueline Ramos Portillo,6C,Profe Laura
691492,Celia Guerra Alvarado,6A,Profe Laura
614901,Inés Rojo de Jesús,7B,Profe Juan
637610,Aida Crespo,7A,Profe Laura
527469,Alfredo Concepción Ocampo Pichardo,6B,Profe Laura
546342,Paulina Ocasio Montalvo,7A,Profe Juan
590298,Serafín Aponte Rodrígez,6A,Profe Laura
527153,Nadia Fernández Frías,6B,Profe Laura
700718,Mónica Vicente Santillán Corrales,6A,Profe Laura
459326,María Teresa Gabriela Arce Benavides,7C,Profe Laura
937150,Jaime Quezada Monroy,6A,Profe Ana
437241,Mitzy Irizarry Prieto,6B,Profe Carlos
710092,Serafín Villarreal,7C,Profe Juan
599170,Dr. Aurelio Concepción,7B,Profe Ana
962724,Marcos Navarro,7B,Profe Laura
412821,Ing. Octavio Garrido,7B,Profe Juan
980907,Zeferino Sergio Alonso,7B,Profe Laura
144771,Gabriela Nelly Garibay Loera,6B,Profe Carlos
231216,Joaquín Guevara Rodrígez,7A,Profe Ana
684516,Elvia Alejandro,6A,Profe Ana
394839,Joaquín Verdugo Serna,7C,Profe Carlos
205776,Serafín Susana Ybarra Fajardo,6C,Profe Juan
856517,Lic. Rosa Espinosa,6C,Profe Laura
270022,Evelio Indira Aragón Mejía,6A,Profe Ana
133861,Víctor Ávila,7C,Profe Ana
603545,Mario Ramiro Varela Armendáriz,6A,Profe Juan
108740,Mtro. Nicolás Mondragón,6C,Profe Laura
313469,Porfirio Tórrez,7C,Profe Laura
335162,Octavio de la Fuente Ávalos,7C,Profe Juan
386640,Lorenzo Espino,7A,Profe Laura
751379,Jerónimo Elias Segovia Garza,7B,Profe Ana
850592,Rubén Orosco,6C,Profe Laura
269807,Sr(a). Alejandro Quiñónez,7A,Profe Juan
113667,Dr. José Carlos Benítez,7C,Profe Ana
220663,Reina Estrada Caldera,7C,Profe Ana
124750,Mtro. Ana Luisa Mena,7A,Profe Ana
233780,Alvaro Riojas Toro,7A,Profe Carlos
893949,Dr. Dulce María Mayorga,7A,Profe Laura
147146,Benito Lilia de Anda,7B,Profe Laura
852743,Delia Centeno Rosario,7C,Profe Ana
204634,Lic. Lorena Garibay,6B,Profe Carlos
475330,Delia Saldivar,7C,Profe Juan
137840,Dr. Nayeli Lozano,7A,Profe Carlos
370301,Ing. Porfirio Niño,6C,Profe Carlos
476220,Francisco Timoteo Cruz,6A,Profe Carlos
828417,Arcelia Galarza Mena,6B,Profe Laura
817253,Camilo Adán Reynoso Jiménez,7A,Profe Laura
251336,María Cristina Gilberto Blanco Miranda,6A,Profe Laura
602325,María Elena Palomo,6B,Profe Juan
143515,Norma Mauricio Hidalgo Irizarry,6C,Profe Ana
813914,Dr. María Luisa Sánchez,7A,Profe Ana
112134,Lic. Abigail Rico,7A,Profe Juan
431058,Armando Castillo,6B,Profe Laura
499292,Dr. Esperanza Ochoa,7C,Profe Laura
873601,Rosario Marcos Rodarte,6A,Profe Carlos
344420,Rubén Camilo Palomino,6C,Profe Carlos
182941,Virginia Serrato Matos,7A,Profe Laura
542660,Dr. Dulce María Alcántar,6A,Profe Juan
586230,Bernabé Alarcón,6A,Profe Laura
422148,Fabiola Gabino Verduzco,6B,Profe Juan
243335,Sr(a). Ernesto Pérez,7C,Profe Carlos
141873,Leonor Gloria Chapa Castellanos,6C,Profe Ana
328777,Israel Aguilera Santillán,6A,Profe Carlos
267362,Salma Marisela Arteaga Escobar,7A,Profe Carlos
936012,Liliana Yolanda Velásquez Cortez,7B,Profe Laura
115993,Mtro. Maximiliano Salcido,6B,Profe Laura
166843,Federico Osorio,7B,Profe Ana
891384,Carmen Aldonza Méndez Gaona,7B,Profe Juan
221986,Lic. Sonia Haro,7C,Profe Ana
341709,Lic. Teodoro Valladares,6B,Profe Laura
580112,Violeta Galindo Almaraz,7A,Profe Ana
406860,Juan Carlos María Cristina Barela,7B,Profe Ana
417825,Silvano Susana Cano,6B,Profe Ana
252541,Sr(a). María José Cantú,6C,Profe Juan
439860,Hugo Rendón,7C,Profe Carlos
562612,Elisa Miguel Malave Raya,7C,Profe Juan
939848,Marco Antonio Óscar Almaraz de la Crúz,7B,Profe Carlos
891032,Yeni Marcos Dávila Bañuelos,6C,Profe Laura
880161,Ing. Miguel Ángel Delgado,7B,Profe Carlos
329491,Olivia Sevilla Arredondo,6C,Profe Juan
214649,Yuridia Renato Carrero,6B,Profe Laura
512247,Sara Adalberto Treviño Otero,7B,Profe Ana
671385,Cornelio Santacruz,7B,Profe Juan
335099,Evelio Corral Arredondo,7A,Profe Carlos
243256,Amelia Agustín Flórez,7C,Profe Carlos
486452,Víctor Rodrigo Menéndez Vargas,7C,Profe Ana
812429,Martín Lugo Alva,6C,Profe Laura
799808,Sr(a). Amador Medina,6C,Profe Laura
940777,María Luisa Olivares Sepúlveda,7A,Profe Laura
818532,Noemí Agustín Garibay,6C,Profe Juan
828823,Mtro. Felipe Guerrero,7B,Profe Laura
302376,Sara Magdalena Matos Gonzales,7A,Profe Carlos
777856,Dulce María Rosario Zayas,6B,Profe Carlos
123175,Gabino Ontiveros,7A,Profe Ana
757557,Trinidad Jaime Luevano Pelayo,7A,Profe Ana
701140,Isabel Ramírez,7A,Profe Juan
627385,Mitzy Zacarías Castro Sevilla,7B,Profe Juan
552547,Hernán Ángela Armenta Olivo,7A,Profe Carlos
608996,Dulce Caldera,7A,Profe Juan
989649,Mercedes Sánchez Escobedo,6A,Profe Laura
226877,Rolando Nava,7C,Profe Ana
204137,Ana María Rangel,6A,Profe Laura
374506,Lic. Flavio Vega,6C,Profe Ana
718142,Zoé Camilo Acuña,7B,Profe Juan
525730,Lucía Casanova,6C,Profe Ana
235482,Silvano Renato Rosas,6A,Profe Juan
104423,Evelio Tejada León,6A,Profe Carlos
186163,Ivonne Delgadillo Bétancourt,7B,Profe Ana
371704,Dalia Ontiveros Alvarez,7A,Profe Juan
137709,Dulce María Ofelia Bahena Carrasco,6C,Profe Laura
486608,Mtro. Mitzy Loera,6A,Profe Juan
486655,Lic. Rebeca Colunga,6B,Profe Juan
259667,Sr(a). Luis Manuel Saldaña,7A,Profe Juan
316765,Marisol Ilse Botello,6A,Profe Laura
272192,Oswaldo Tomás Regalado,6B,Profe Juan
345159,Pascual Castañeda,6A,Profe Laura
712030,Ing. Yuridia Jáquez,6A,Profe Ana
871502,Octavio Gabriela Macías Adame,7C,Profe Laura
849003,Luis Razo Tello,7B,Profe Carlos
802594,Aldonza Alonso,6A,Profe Laura
551207,René Susana Rojas,7A,Profe Laura
210587,José Luis Octavio Zarate,6B,Profe Carlos
425955,Fidel Prado Vela,6A,Profe Carlos
344125,Ivonne Josefina Brito Medrano,6A,Profe Carlos
506226,David Ivonne Lugo,6A,Profe Laura
771849,Wilfrido Espinal Robles,6C,Profe Juan
890617,Óscar Rolón Salcido,7A,Profe Laura
333725,Mtro. Zoé Heredia,6B,Profe Carlos
741813,Guillermo Reyna,6A,Profe Carlos
764868,Blanca Otero,7A,Profe Ana
359424,Sr(a). Raquel Adame,6B,Profe Juan
101119,Dr. Susana de León,6B,Profe Carlos
621933,Bernabé Abril Ulibarri Villarreal,6C,Profe Laura
727793,Zoé Martínez,6B,Profe Laura
846766,Lic. Humberto Cuellar,7A,Profe Laura
937572,Ramiro Óliver Valentín,7C,Profe Carlos
286144,Sr(a). Sessa Soliz,6C,Profe Laura
550017,Omar Macías,6C,Profe Carlos
417750,Evelio Mayorga Maya,7C,Profe Ana
897207,Irma Guillen Vela,7B,Profe Ana
193255,Nayeli Carreón,7C,Profe Laura
